Frequency,Number,Vocabulary,Translation
13267,4.28,报效,Serve
13268,4.28,围攻,Besiege
13269,4.28,隐瞒,hide
13270,4.28,舜,Hang
13271,4.28,供大于求,Force greater than seeking
13272,4.28,源泉,Source
13273,4.28,开幕词,Opening words
13274,4.28,随机,random
13275,4.28,零售业,Retail industry
13276,4.28,软环境,Soft environment
13277,4.28,王克,Wang Ke
13278,4.28,可口可乐,Coca Cola
13279,4.28,育龄,Childfield
13280,4.27,永不,Never
13281,4.27,人民团体,People's group
13282,4.27,骨骼,skeleton
13283,4.27,宏远队,Macro
13284,4.27,和约,Sumptuous
13285,4.27,科威特队,Kuwait
13286,4.27,新民,New people
13287,4.27,顾正龙,Gu Zhenglong
13288,4.27,一旁,Aside
13289,4.27,转岗,Transfer
13290,4.27,词典,dictionary
13291,4.27,液化,liquefaction
13292,4.27,通行证,Passport
13293,4.27,放手,Let go
13294,4.27,漫画,comics
13295,4.27,雇用,employment
13296,4.26,珀,amber
13297,4.26,IBM,IBM
13298,4.26,古墓,Ancient tomb
13299,4.26,印度洋,Indian Ocean
13300,4.26,顾全大局,Take care of the overall situation
13301,4.26,所为,Ready
13302,4.26,二千,Two thousand
13303,4.26,清欠,Clear
13304,4.26,久久,Long time
13305,4.26,中大,In large
13306,4.26,分区,Partition
13307,4.26,愈演愈烈,Intensify
13308,4.26,藏书,Collection
13309,4.26,剪纸,Cutup
13310,4.26,小于,Be with
13311,4.26,妇,woman
13312,4.26,领导者,leader
13313,4.26,讴歌,Song
13314,4.26,推委会,Committee
13315,4.26,取证,Evidence
13316,4.26,湖水,Lake
13317,4.26,26万,"260,000"
13318,4.26,党籍,Party
13319,4.26,随身,Portable
13320,4.26,卢嘉锡,Lu Jia Ti
13321,4.26,徒步,on foot
13322,4.26,田径场,Athletic field
13323,4.26,芯,core
13324,4.26,保温,Insulation
13325,4.25,满贯,Fullness
13326,4.25,温和,mild
13327,4.25,失常,Disorder
13328,4.25,有数,Numerous
13329,4.25,要点,Point
13330,4.25,理应,should
13331,4.25,曼谷亚运会,Bangkok Asian Games
13332,4.25,围剿,Encircle
13333,4.25,绘,painted
13334,4.25,冲进,Rush into
13335,4.25,支持率,popularity
13336,4.25,涂料,coating
13337,4.25,青年报,Youth
13338,4.25,拔地而起,Put up
13339,4.25,虐待,Abuse
13340,4.25,开发商,Developer
13341,4.25,排名榜,Rank list
13342,4.25,失明,blindness
13343,4.25,三轮车,Tricycle
13344,4.25,加速器,accelerator
13345,4.25,赛道,Track
13346,4.25,十位,Ten
13347,4.24,年末,Last year
13348,4.24,饱受,Suffer
13349,4.24,奇卢巴,Qipba
13350,4.24,产油国,Oil country
13351,4.24,学说,theory
13352,4.24,育肥,Fattening
13353,4.24,秦岭,Qinling
13354,4.24,切尼,Cheney
13355,4.24,关系史,Relationship history
13356,4.24,救出,Rescue
13357,4.24,朝日,Day
13358,4.24,预约,have an appointment
13359,4.24,盛赞,Praise
13360,4.24,吉尼斯,Guinness
13361,4.24,病害,Disease
13362,4.24,五大洲,Five continents
13363,4.24,额外,additional
13364,4.24,秀美,Beautiful
13365,4.23,极力,Strong
13366,4.23,结合部,combination
13367,4.23,针织,knitting
13368,4.23,榜,List
13369,4.23,存入,Deposit
13370,4.23,测评,Assessment
13371,4.23,雨量,rainfall
13372,4.23,选为,Choose
13373,4.23,雄壮,Majestic
13374,4.23,特别奖,Special award
13375,4.23,立法局,Legislative Council
13376,4.23,摄氏,Celsius
13377,4.23,数控,Numerical control
13378,4.23,遥遥领先,Far leading
13379,4.23,事业性,Business
13380,4.23,革命化,revolutionize
13381,4.23,私自,privately
13382,4.23,常任理事国,Permanent member
13383,4.23,凉,cold
13384,4.23,调停,Mediate
13385,4.23,瓷器,porcelain
13386,4.23,更改,Change
13387,4.23,准时,on time
13388,4.23,不朽,immortal
13389,4.23,冬泳,Winter swimming
13390,4.22,胶囊,capsule
13391,4.22,端正,correct
13392,4.22,择,select
13393,4.22,企业化,Corporate
13394,4.22,父子,Father and son
13395,4.22,山城,Mountain city
13396,4.22,对垒,Barrel
13397,4.22,包裹,pack
13398,4.22,CBA,CBA
13399,4.22,梅里,Meri
13400,4.22,第纳尔,dinar
13401,4.22,开封,Opening
13402,4.22,新品,New product
13403,4.22,全国银行,National bank
13404,4.22,观战,Watch the battle
13405,4.22,荣幸,Pleasure
13406,4.22,发酵,Fermentation
13407,4.22,生在,born in
13408,4.22,阿联酋队,UAE team
13409,4.22,类别,category
13410,4.21,盛夏,midsummer
13411,4.21,烈士陵园,Martyrs
13412,4.21,牵引,Traction
13413,4.21,错过,miss
13414,4.21,故宫,Forbidden City
13415,4.21,建华,Jianhua
13416,4.21,亚运,Asian Games
13417,4.21,送交,Delivery
13418,4.21,名副其实,Aperture
13419,4.21,乘机,Take the opportunity
13420,4.21,破除,get rid of
13421,4.21,改扩建,Reconstruction
13422,4.21,弱智,Weak
13423,4.21,代顿,Medium
13424,4.21,专营,Franchise
13425,4.21,宝石,gem
13426,4.21,班车,Shuttle bus
13427,4.21,夜幕,Night
13428,4.21,联合记者招待会,Joint reporter reception
13429,4.21,貌,appearance
13430,4.2,胡晓梦,Hu Xiaomeng
13431,4.2,报到,check in
13432,4.2,欧美,Europe and the United States
13433,4.2,棘手,Tricky
13434,4.2,地税,Local tax
13435,4.2,独有,Unique
13436,4.2,哈里里,Hari
13437,4.2,温州市,Wenzhou city
13438,4.2,制冷,Refrigeration
13439,4.2,中国农业银行,Agricultural Bank of China
13440,4.2,人事部门,Personnel department
13441,4.2,舆论界,Public opinion
13442,4.2,不堪,Unbearable
13443,4.2,用具,Utensil
13444,4.2,省军区,Provincial military region
13445,4.2,金门,Golden Gate
13446,4.2,摔倒,fall
13447,4.2,大蒜,garlic
13448,4.2,朱佩,Zhu Pei
13449,4.2,波及,spread
13450,4.2,繁,Comparable
13451,4.2,深信,Convinced
13452,4.2,商业性,Commercial
13453,4.2,杨影,Yang Ying
13454,4.19,工作队,Work team
13455,4.19,倍受,Be subject to
13456,4.19,诚实,honest
13457,4.19,压缩机,compressor
13458,4.19,远射,Remote shooting
13459,4.19,会期,Session
13460,4.19,朝鲜劳动党,Korea Labor Party
13461,4.19,埠,port
13462,4.19,联谊会,Association
13463,4.19,工业部,Industrial department
13464,4.19,电子计算机,electronic calculator
13465,4.19,轴承,Bearing
13466,4.19,避开,Avoid
13467,4.19,罗布,Rob
13468,4.19,艺人,artist
13469,4.19,技师,technician
13470,4.19,净胜球,Net winch
13471,4.19,连续性,Continuity
13472,4.19,中上游,Mid-
13473,4.19,商业区,Commercial area
13474,4.19,移居,Move
13475,4.19,联运,Link
13476,4.19,耀眼,Dazzling
13477,4.18,管线,Pipeline
13478,4.18,残留,Remain
13479,4.18,称职,Compete
13480,4.18,超载,overload
13481,4.18,最高峰,Highest peak
13482,4.18,报纸上,Newspaper
13483,4.18,赣南,Weinan
13484,4.18,据点,stronghold
13485,4.18,玩忽职守,Enlightenment
13486,4.18,数十亿,Billions of
13487,4.18,氯,chlorine
13488,4.18,不锈钢,Stainless steel
13489,4.18,热水器,Water heater
13490,4.18,申请书,application
13491,4.18,科技型,Technology type
13492,4.18,当过,Be
13493,4.18,骨架,skeleton
13494,4.18,远南,Distant
13495,4.18,现场会,Scene meeting
13496,4.18,跟不上,Can't keep up
13497,4.18,师傅,master
13498,4.18,巨星,Superstar
13499,4.18,东西方,East-West
13500,4.18,遗物,Relic
13501,4.18,摘掉,Take out
13502,4.17,斯科普里,Scoti
13503,4.17,踏实,Grieved
13504,4.17,市外,Outside the city
13505,4.17,繁荣富强,Prosperous
13506,4.17,头痛,Headache
13507,4.17,似的,Like
13508,4.17,倒计时,Count down
13509,4.17,汇票,draft
13510,4.17,热浪,Heat wave
13511,4.17,台盟,Taiwan
13512,4.17,放行,Release
13513,4.17,建功,Successful
13514,4.17,详尽,detailed
13515,4.17,代办,Active
13516,4.17,成果奖,Achievement Award
13517,4.17,失职,dereliction of duty
13518,4.17,诸宸,Zhu Yu
13519,4.17,喷发,Erupt
13520,4.16,石块,stone
13521,4.16,参赞,counselor
13522,4.16,宁静,peaceful
13523,4.16,召回,recall
13524,4.16,计票,Counting
13525,4.16,重担,Burden
13526,4.16,商务部,Commerce department
13527,4.16,退回,return
13528,4.16,打掉,Tap
13529,4.16,劳累,Tired
13530,4.16,双人滑,Double slippery
13531,4.16,郎平,Lang Ping
13532,4.16,中叶,Mid-leaves
13533,4.16,中路,Midway
13534,4.16,黄浦江,Huangpu River
13535,4.16,骤然,Sudden
13536,4.16,葬,burial
13537,4.15,岛国,Island country
13538,4.15,列出,List
13539,4.15,诱发,Induce
13540,4.15,眼中,In the eye
13541,4.15,自选,Self-selected
13542,4.15,基本功,Basic skill
13543,4.15,有线,wired
13544,4.15,合营,Joint venture
13545,4.15,沙区,Sand area
13546,4.15,断然,flatly
13547,4.15,醒,Awake
13548,4.15,妻,wife
13549,4.15,大气层,atmosphere
13550,4.15,翻开,Open
13551,4.15,昭,Show
13552,4.15,斯洛伐克队,Slovak team
13553,4.15,充沛,abundant
13554,4.15,谈心,Talk
13555,4.14,伦理,ethics
13556,4.14,时限,time limit
13557,4.14,中心区,Central District
13558,4.14,揭批,Discover
13559,4.14,施用,Administer
13560,4.14,浙江大学,Zhejiang University
13561,4.14,国防科工委,National Defense Working Committee
13562,4.14,警民,Policeman
13563,4.14,华中,China
13564,4.14,梅尔,Mel
13565,4.14,减速,slow down
13566,4.14,卡尔波夫,Carlpov
13567,4.14,约瑟,Joseph
13568,4.14,拳头,fist
13569,4.14,建筑群,Buildings
13570,4.14,问到,Asked
13571,4.14,失衡,Imbalance
13572,4.14,IC,IC
13573,4.14,装载,load
13574,4.14,化学工业,chemical industry
13575,4.13,公示,Publicity
13576,4.13,歌星,Song
13577,4.13,要好,Better
13578,4.13,商城,Mall
13579,4.13,时时,Always
13580,4.13,省政协,Provincial Political Consultative Conference
13581,4.13,根除,eradicate
13582,4.13,集训队,Training team
13583,4.13,祈祷,pray
13584,4.13,经委,Evolutionary committee
13585,4.13,演化,evolution
13586,4.13,助攻,Assisted
13587,4.13,电话机,Telephone
13588,4.13,纺,Spin
13589,4.13,到访,Visit
13590,4.13,剧增,Sharp increase
13591,4.13,拉力,pull
13592,4.12,侧记,Fall back
13593,4.12,稳住,Stabilize
13594,4.12,厂区,Factory area
13595,4.12,善后,Afterward
13596,4.12,转运,transport
13597,4.12,痊愈,get well
13598,4.12,自治区政府,Autonomous regional government
13599,4.12,列宁,Lenin
13600,4.12,互动,interactive
13601,4.12,区旗,Flag
13602,4.12,此役,This office
13603,4.12,技工贸,Technological industry
13604,4.12,放眼,Look at
13605,4.12,有一天,one day
13606,4.12,马达,motor
13607,4.12,应征,Conscription
13608,4.12,吕梁,Luliang
13609,4.12,方圆,Square round
13610,4.12,仿,Imitate
13611,4.12,不严,Unscrupulous
13612,4.12,有限责任公司,limited liability company
13613,4.12,境内外,Domestic and outside
13614,4.12,驻足,Stationed
13615,4.12,北京人民大会堂,Beijing Great Hall
13616,4.12,结为,In the end
13617,4.12,长白山,Changbai Mountain
13618,4.12,巡,patrol
13619,4.11,骨灰,Ashes
13620,4.11,苏木,Sumu
13621,4.11,前茅,Most
13622,4.11,才干,competence
13623,4.11,李靖,Li Jing
13624,4.11,赵朴初,Zhao Puchu
13625,4.11,王军,Wang Jun
13626,4.11,涌动,surge
13627,4.11,邹清丽,Zou Qingli
13628,4.11,创意,Creativity
13629,4.11,报送,Submit
13630,4.11,特产,specialty
13631,4.11,消费税,sale tax
13632,4.11,回笼,Reckless
13633,4.11,抗美援朝,Anti-American Aid
13634,4.11,户外,outdoor
13635,4.11,餐,meal
13636,4.11,城内,In-city
13637,4.1,五月,May
13638,4.1,化工部,Chemical department
13639,4.1,活佛,Live Buddha
13640,4.1,荆江,Jingjiang
13641,4.1,新年伊始,New Year
13642,4.1,人称,Person
13643,4.1,蓄意,Deliberately
13644,4.1,化学品,Chemicals
13645,4.1,阿维兰热,Aviland
13646,4.1,上方,Upper
13647,4.1,公德,Mad
13648,4.1,薛,Sorrowful
13649,4.1,旬,ten days
13650,4.1,篮板,Rebound
13651,4.1,不含,Not contain
13652,4.1,下海,Seize
13653,4.1,单调,monotonous
13654,4.1,排头兵,Row
13655,4.1,群众路线,Mass route
13656,4.1,伏明霞,Volventia
13657,4.1,三十八,thirty eight
13658,4.1,烟尘,Smoke
13659,4.09,看中,Look at
13660,4.09,新界,New community
13661,4.09,干活,Work
13662,4.09,莱索托,Lesotho
13663,4.09,哈尼,Hani
13664,4.09,脂,fat
13665,4.09,杨磊,Yang Lei
13666,4.09,佼佼者,Leader
13667,4.09,归功于,Attributive
13668,4.09,中纪委,Central Commission
13669,4.09,二等功,Second-class work
13670,4.09,李银,Li Yin
13671,4.09,终结,End
13672,4.09,400亿,40 billion
13673,4.09,谷物,cereals
13674,4.09,物价指数,Price Index
13675,4.09,暗示,hint
13676,4.09,酿成,Make up
13677,4.09,党旗,Party flag
13678,4.09,礁,reef
13679,4.09,三角债,Triangle debt
13680,4.09,咸,salty
13681,4.09,本科生,Undergraduate
13682,4.09,世世代代,Generation of generation
13683,4.09,倾倒,Pour
13684,4.09,担子,Bear
13685,4.09,外运,Foreign transport
13686,4.09,芜湖,Wuhu
13687,4.09,三军,Three army
13688,4.09,摩托罗拉,Motorola
13689,4.09,接送,Transfer
13690,4.09,机型,model
13691,4.09,逐级,Step by step
13692,4.09,葬礼,funeral
13693,4.08,再说,Then
13694,4.08,南端,Southern end
13695,4.08,华诞,Boss
13696,4.08,印度政府,Indian government
13697,4.08,挨,suffer
13698,4.08,沸腾,boiling
13699,4.08,预见,Foresee
13700,4.08,芦,reed
13701,4.08,宋代,Song Dynasty
13702,4.08,雷鸣,Thundering
13703,4.08,指挥员,commander
13704,4.08,电话网,Telephone network
13705,4.08,潜水,diving
13706,4.08,抗击,Fight against
13707,4.08,印章,seal
13708,4.08,蹲,squat
13709,4.08,电视电话会议,TV conference
13710,4.07,参选,Give a selection
13711,4.07,巨龙,Dragon
13712,4.07,笔记本,notebook
13713,4.07,芒果,mango
13714,4.07,届人大,Major people
13715,4.07,查看,Check
13716,4.07,添加,Add to
13717,4.07,不失时机,lose no time
13718,4.07,聊天,to chat with
13719,4.07,冬季两项,Winter two
13720,4.07,35亿,35 billion
13721,4.07,发光,Glow
13722,4.07,战备,Preparation
13723,4.07,秦华孙,Qin Huadun
13724,4.07,冠亚军,Championship
13725,4.07,雨季,rainy season
13726,4.07,餐饮业,Catering
13727,4.07,抄,copy
13728,4.07,炭疽,Anthrax
13729,4.07,真抓实干,Really grasp
13730,4.07,有价证券,Securities
13731,4.06,焊,weld
13732,4.06,石雕,stone carving
13733,4.06,禽蛋,Egg
13734,4.06,监察部门,Supervision department
13735,4.06,索取,Request
13736,4.06,看成,Regard
13737,4.06,侦察机,reconnaissance aircraft
13738,4.06,奔腾,Pentium
13739,4.06,载歌载舞,Salary
13740,4.06,法宝,magic weapon
13741,4.06,限于,Be limited to
13742,4.06,作坊,workshop
13743,4.06,卫生院,Health center
13744,4.06,游乐,Amusement
13745,4.06,民柬,Invitation
13746,4.06,原子能,atomic energy
13747,4.06,购买力,Purchase power
13748,4.06,勉强,reluctantly
13749,4.06,院内,In-hospital
13750,4.06,毛病,Malle
13751,4.06,剥离,Strip
13752,4.06,圣彼得堡,St. Petersburg
13753,4.06,专利法,Patent law
13754,4.05,萨格勒布,Zagreb
13755,4.05,碎,broken
13756,4.05,说出,Say
13757,4.05,21万,"210,000"
13758,4.05,亏损面,Losses
13759,4.05,路透社,Reuters
13760,4.05,第15,15th
13761,4.05,腔,Cavity
13762,4.05,警车,police car
13763,4.05,遵纪守法,Law-abiding
13764,4.05,别致,Chic
13765,4.05,地块,Plot
13766,4.05,丰功伟绩,Great achievements
13767,4.05,力所能及,Can
13768,4.05,巴桑,Bazan
13769,4.05,珠穆朗玛峰,Everest
13770,4.05,技术引进,Technical introduction
13771,4.05,广岛亚运会,Hiroshima Asian Games
13772,4.05,当家作主,Homemade
13773,4.05,实用性,Practicality
13774,4.05,指挥官,commander
13775,4.05,封山育林,Fengshan Yulin
13776,4.05,联姻,Marriage
13777,4.04,信徒,believer
13778,4.04,讲授,Teach
13779,4.04,四十二,Forty-two
13780,4.04,球手,Player
13781,4.04,冲过,Rush
13782,4.04,走私案,Smuggling
13783,4.04,饭菜,Meal
13784,4.04,争先,First
13785,4.04,撤职,Dismiss
13786,4.04,并入,Incorporate
13787,4.04,浓浓,Thick
13788,4.04,栽植,Plant
13789,4.04,交会,Deliberately
13790,4.04,陈雁,Chen Yan
13791,4.04,制成品,manufactures
13792,4.04,记帐,Bill of accounts
13793,4.04,工程局,Engineering Bureau
13794,4.04,火箭队,Rocket
13795,4.04,丁坚铭,Ding Nian Ming
13796,4.04,马队,cavalry
13797,4.03,学家,Learner
13798,4.03,张荣大,Zhang Rongda
13799,4.03,威信,prestige
13800,4.03,着想,Think
13801,4.03,拚搏,Struggle
13802,4.03,要道,thoroughfare
13803,4.03,北京大学经济管理系,"Department of Economic Management, Peking University"
13804,4.03,极右,Extremely right
13805,4.03,花篮,Flower basket
13806,4.03,非凡,extraordinary
13807,4.03,音乐节,music Festival
13808,4.03,妇幼,Maternal and child
13809,4.03,汪金福,Wang Jinfu
13810,4.03,乐趣,pleasure
13811,4.03,银杏,ginkgo
13812,4.03,450万,4.5 million
13813,4.03,监事会,Supervisor
13814,4.03,打动,move
13815,4.03,高低杠,uneven bars
13816,4.02,创举,pioneering
13817,4.02,园内,Within the park
13818,4.02,触犯,Confirm
13819,4.02,刑,punishment
13820,4.02,建制,Build
13821,4.02,部落,tribe
13822,4.02,储蓄所,savings bank
13823,4.02,大象,Elephant
13824,4.02,元老,Veteran
13825,4.02,义不容辞,Unshorely
13826,4.02,教育法,Educational law
13827,4.02,跳跃,jump
13828,4.02,教育部长,Minister of Education
13829,4.02,征程,Journey
13830,4.01,天堂,Heaven
13831,4.01,长篇,Long
13832,4.01,来源于,Originate from
13833,4.01,鲜活,Fresh
13834,4.01,量化,Quantify
13835,4.01,馒头,Steamed bun
13836,4.01,螺,screw
13837,4.01,钻探,Drilling
13838,4.01,马特,Matt
13839,4.01,虚报,False newspaper
13840,4.01,国民收入,national income
13841,4.01,朴实,simple
13842,4.01,金斯,Kings
13843,4.01,货值,Goods value
13844,4.01,步子,pace
13845,4.01,起码,at least
13846,4.01,纸张,Paper
13847,4.01,庙会,temple fair
13848,4.01,墨尔本,Melbourne
13849,4.01,伊拉克队,Iraqi team
13850,4.01,足协杯赛,Football Association
13851,4.01,假药,Fake medicine
13852,4.01,保护国,Protector
13853,4.01,腐朽,decay
13854,4,拍照,Photograph
13855,4,余下,Remainder
13856,4,狼,Wolf
13857,4,显示屏,Display
13858,4,奔跑,run
13859,4,传中,Pass
13860,4,眼界,Horizontal
13861,4,历年来,Last year
13862,4,平和,Peaceful
13863,4,临时立法会,Provisional Legislative Council
13864,4,一早,Morning
13865,4,32万,"320,000"
13866,4,一点五,one point five
13867,4,邓,Deng
13868,4,经济部,Ministry of Economic Affairs
13869,4,极地,Polar
13870,4,德才兼备,Morality
13871,4,催化剂,catalyst
13872,4,筹款,Fundraising
13873,4,票数,Vote
13874,3.99,报以,Report
13875,3.99,胸前,Chest
13876,3.99,汉子,Man
13877,3.99,冒险,adventure
13878,3.99,中长跑,Middle long run
13879,3.99,领事,Consulate
13880,3.99,里奥斯,Rios
13881,3.99,男团,Male group
13882,3.99,挣扎,struggle
13883,3.99,古典式,Essay
13884,3.99,重头戏,Precaution
13885,3.99,17亿,170 million
13886,3.99,台湾省,Taiwan Province
