Frequency,Number,Vocabulary,Translation,Pinyin
12882,4.47,第二十五届奥运会,The 25th Olympic Games,dì
12883,4.47,推测,Speculate,tuīcè
12884,4.47,痴迷者,Obsessed,chīmí
12885,4.47,生平,Life,shēngpíng
12886,4.47,看上去,Look,kànshàngqù
12887,4.47,挣钱,Make money,zhèngqián
12888,4.47,产后,Postpartum,chǎn
12889,4.47,法语,French,fǎyǔ
12890,4.47,钱财,money,qiáncái
12891,4.47,愈来愈,Increasingly,yù
12892,4.47,扑救,Save,pūjiù
12893,4.47,钻井,Drilling,zuānjǐng
12894,4.47,柴油机,diesel engine,cháiyóujī
12895,4.47,甲组,Group A,jiǎ
12896,4.47,众议员,President,zhòngyìyuán
12897,4.47,面对面,Face-to-face,miànduìmiàn
12898,4.47,驾驭,control,jiàyù
12899,4.46,产学研,School research,chǎn
12900,4.46,集体主义,collectivism,jítǐ
12901,4.46,肩上,Shoulder,jiān
12902,4.46,体外,in vitro,tǐwài
12903,4.46,顶风,against the wind,dǐngfēng
12904,4.46,此地,here,cǐdì
12905,4.46,伊斯兰堡,Islamabad,Yīsīlánbǎo
12906,4.46,竭力,Try hard,jiélì
12907,4.46,崩溃,collapse,bēngkuì
12908,4.46,衫,Shirt,shān
12909,4.46,沉没,Sink,chénmò
12910,4.46,永恒,eternal,yǒnghéng
12911,4.46,广州太阳神队,Guangzhou Sun God team,Guǎnɡzhōu
12912,4.46,三轮,Tricycle,sānlúnr
12913,4.46,说到,Say,shuì
12914,4.46,茶话会,tea party,cháhuàhuì
12915,4.46,屏,Screen,bǐng
12916,4.46,供应商,supplier,gōngyìng
12917,4.46,萧条,depression,xiāotiáo
12918,4.46,庐山,Lushan,Lúshān
12919,4.46,明说,Tell,míngshuō
12920,4.46,判刑,Sentence,pànxíng
12921,4.46,犬,dog,quǎn
12922,4.45,特派员,Specialist,tèpàiyuán
12923,4.45,中共中央统战部,Central Committee of the Communist Party of China,Zhōnɡ-Gònɡ
12924,4.45,1400万,14 million,Zhōnɡ-Gònɡ
12925,4.45,上路,Go up,shànglù
12926,4.45,下车,get off,xià
12927,4.45,该州,State,gāi
12928,4.45,从重,Be from heavy,cóngzhòng
12929,4.45,冒出,Appear,mào
12930,4.45,八成,Eighth,bāchéng
12931,4.45,航海,navigation,hánghǎi
12932,4.45,季节性,Seasonal,jìjiéxìng
12933,4.45,劝说,persuade,quànshuō
12934,4.45,案发,Case,ànfā
12935,4.44,哈利,Harry,hā
12936,4.44,面孔,face,miànkǒng
12937,4.44,跃上,Jump,yuè
12938,4.44,众院,All-in-law,zhòng
12939,4.44,返乡,Return home,fǎnxiāng
12940,4.44,短距离,short distance,duǎn
12941,4.44,保费,Premium,bǎofèi
12942,4.44,气球,balloon,qìqiú
12943,4.44,虚拟,virtual,xūnǐ
12944,4.44,夜市,night market,yèshì
12945,4.44,算了,never mind,suàn
12946,4.44,物理学家,physicist,wùlǐxué
12947,4.44,两头,Two heads,liǎngtóu
12948,4.44,血压,blood pressure,xuèyā
12949,4.44,开心,happy,kāixīn
12950,4.44,搬到,Move to,bān
12951,4.44,进场,Enter the field,jìnchǎng
12952,4.44,放牧,grazing,fàngmù
12953,4.44,责任人员,Responsible person,zérènrén
12954,4.44,破旧,old,pòjiù
12955,4.43,用车,Car,yòng
12956,4.43,巫奕龙,Witch,wū
12957,4.43,唐虹,Tang Hong,táng
12958,4.43,福建队,Fujian team,Fújiàn
12959,4.43,无家可归,Homeless,wújiā-kěguī
12960,4.43,对峙,Confrontation,duìzhì
12961,4.43,争当,Strive,zhēng
12962,4.43,配偶,spouse,pèi'ǒu
12963,4.43,华商,Chinese businessman,huáshāng
12964,4.43,车道,Lane,chēdào
12965,4.43,浓缩,concentrate,nóngsuō
12966,4.43,家境,Family,jiājìng
12967,4.43,做人,A person,zuòrén
12968,4.43,孔子,Confucius,kǒngzǐ
12969,4.43,东经,East,dōngjīng
12970,4.43,喜闻乐见,Be happy,xǐwén-lèjiàn
12971,4.43,利雅得,Riyadh,Lìyǎdé
12972,4.43,船闸,Boat gate,chuánzhá
12973,4.43,解放后,After liberation,jiěfàng
12974,4.43,北非,North,běifēi
12975,4.43,裂,crack,liě
12976,4.43,身心健康,Physical and mental health,shēnxīn
12977,4.43,范畴,category,fànchóu
12978,4.43,内向,Internal direction,nèixiàng
12979,4.43,经济带,Economic Belt,jīngjì
12980,4.43,不计,Excluding,bùjì
12981,4.43,青工,Green workers,qīnggōng
12982,4.43,欧洲区,European area,ōuzhōu
12983,4.43,计划单列市,Municipalities,jìhuà
12984,4.43,电子化,Electronics,diànzǐ
12985,4.43,国际部,International Department,guójì
12986,4.43,独自,alone,dúzì
12987,4.42,调入,Transfer,diào
12988,4.42,狩猎,hunting,shòuliè
12989,4.42,传入,Incoming,chuán
12990,4.42,侵袭,Invade,qīnxí
12991,4.42,指望,Expect,zhǐwàng
12992,4.42,誉,reputation,yù
12993,4.42,存有,Store,cúnyǒu
12994,4.42,全国人民代表大会,National People's Representative Meeting,Quánɡuó
12995,4.42,乙肝,Hepatitis B,yǐgān
12996,4.42,尽情,Take advantage of,jìnqíng
12997,4.42,死难者,Disaster,sǐnàn
12998,4.42,家喻户晓,A household name,jiāyù-hùxiǎo
12999,4.42,撤消,Revoke,chèxiāo
13000,4.42,中国棋院,Chinese chess hospital,zhōngguó
13001,4.42,杀手,Killer,shāshǒu
13002,4.42,西汉,Western Han,Xī
13003,4.42,滞销,unsalable,zhìxiāo
13004,4.42,巴克,Buck,bā
13005,4.42,洛克比,Lockeby,luò
13006,4.41,约翰松,Johan Song,yāo
13007,4.41,扶植,support,fúzhí
13008,4.41,对面,opposite,duìmiàn
13009,4.41,税收收入,tax income,shuìshōu
13010,4.41,融为一体,Integrated,róng
13011,4.41,关节,joint,guānjié
13012,4.41,美籍,American,měi
13013,4.41,索要,Ask,suǒyào
13014,4.41,漫,Round,màn
13015,4.41,不公,unfair,bùgōng
13016,4.4,创造力,creativity,chuàngzàolì
13017,4.4,医疗费,Medical fees,yīliáo
13018,4.4,装上,install,zhuāng
13019,4.4,三月,March,sānyuè
13020,4.4,杨树,Poplar,yánɡshù
13021,4.4,设宴,Set a banquet,shèyàn
13022,4.4,可比,comparable,kěbǐ
13023,4.4,聊,chat,liáo
13024,4.4,结对,Pair,jiē
13025,4.4,方略,Statement,fānglüè
13026,4.4,老龄化,Aging,lǎolínghuà
13027,4.4,棉铃虫,Cotton bollworm,miánlíngchóng
13028,4.4,毛里塔尼亚,Mauritania,Máolǐtǎníyà
13029,4.4,特技,trick,tèjì
13030,4.4,镶嵌,mosaic,xiāngqiàn
13031,4.4,攻占,Capture,gōngzhàn
13032,4.4,邀,invite,yāo
13033,4.4,含义,meaning,hányì
13034,4.4,极有,Extremely,jí
13035,4.4,细腻,exquisite,xìnì
13036,4.4,关门,close the door,guānmén
13037,4.4,石刻,Stone carving,shíkè
13038,4.4,热切,Eager,rèqiè
13039,4.4,名教练,Coach,míngjiào
13040,4.4,文艺界,Literary world,wényìjiè
13041,4.4,县处级,County-level,xiàn
13042,4.4,放假,Have a holiday,fàngjià
13043,4.4,乳,milk,rǔ
13044,4.4,情趣,Interesting,qíngqù
13045,4.4,华文,Chinese,huáwén
13046,4.4,也好,Also,yěhǎo
13047,4.4,自焚,Self-immolation,zìfén
13048,4.39,只不过,only,zhǐbuguò
13049,4.39,玻,glass,bō
13050,4.39,保险金,Insurance,bǎoxiǎnjīn
13051,4.39,流亡,exile,liúwáng
13052,4.39,亲临,Come to,qīnlín
13053,4.39,注册商标,Trademark,zhùcè
13054,4.39,政坛,Political,zhènɡtán
13055,4.39,山川,Mountainous,shānchuān
13056,4.39,反抗,Rebellion,fǎnkàng
13057,4.39,尴尬,embarrassment,gān
13058,4.39,截获,Intercepted,jiéhuò
13059,4.39,三十三,Thirty-three,sān
13060,4.39,记住,remember,jìzhù
13061,4.39,新篇章,New chapter,xīnpiānzhāng
13062,4.39,招投标,Bidding,zhāo
13063,4.39,简报,briefing,jiǎnbào
13064,4.38,答卷,Answer,dájuàn
13065,4.38,拼命,Desperately,pīnmìng
13066,4.38,整合,Integration,zhěnghé
13067,4.38,那曲,Tasting,nā
13068,4.38,肉鸡,Broiler,ròujī
13069,4.38,追缴,Recover,zhuījiǎo
13070,4.38,种族歧视,racism,zhǒngzú
13071,4.38,勒沃库森队,Levussen team,lè
13072,4.38,主帅,Coach,zhǔshuài
13073,4.38,塌方,collapse,tāfāng
13074,4.38,多伦多,Toronto,Duōlúnduō
13075,4.38,悬而未决,Hassle,xuán'érwèijué
13076,4.38,有无,Have no,yǒu
13077,4.38,造血,Hematopoietic,zàoxuè
13078,4.38,大通道,Large channel,dà
13079,4.37,标本兼治,Treatment,biāoběn-jiānzhì
13080,4.37,东道国,host country,dōngdàoguó
13081,4.37,韦拉,Wirra,wéi
13082,4.37,炼钢,Steelmaking,liàngāng
13083,4.37,掩护,cover,yǎnhù
13084,4.37,非军事,Non-military,fēijūnshì
13085,4.37,水流,Water flow,shuǐliú
13086,4.37,70亿,7 billion,shuǐliú
13087,4.37,支行,Branch,zhīháng
13088,4.37,微米,Micron,wēimǐ
13089,4.37,协调员,Coordinator,xiétiáo
13090,4.37,科技园,Science and Technology Park,kējì
13091,4.37,延边,Delay,yán
13092,4.37,盏,Tutan,zhǎn
13093,4.37,冷却,cool down,lěngquè
13094,4.37,模特,model,mótèr
13095,4.37,植物园,Botanical garden,zhíwùyuán
13096,4.37,下雨,rain,xiàyǔ
13097,4.37,炼油厂,Refinery,liànyóu
13098,4.37,足球场,football field,zúqiúchǎnɡ
13099,4.37,研讨班,Workshop,yántǎo
13100,4.37,天津港,Tianjin harbor,Tiānjīn
13101,4.37,幽默,humor,yōumò
13102,4.37,果实,fruit,guǒshí
13103,4.37,招工,Recruit,zhāogōng
13104,4.37,并购,Mergers and acquisitions,bìnggòu
13105,4.37,大展,Grand exhibition,dà
13106,4.37,民办教师,Civilian teacher,mínbàn
13107,4.37,打交道,Deal,dǎjiāodào
13108,4.37,首任,First,shǒurèn
13109,4.37,应聘,Apply for,yìngpìn
13110,4.36,工作日,Working day,gōngzuòrì
13111,4.36,不料,unexpectedly,bùliào
13112,4.36,去冬今春,Go to winter this spring,qù
13113,4.36,里奇,Rich,lǐ
13114,4.36,做饭,Cook,zuòfàn
13115,4.36,决口,burst,juékǒu
13116,4.36,董炯,Dong Yu,dǒng
13117,4.36,古建筑,Ancient architecture,gǔjiàn
13118,4.36,发扬光大,Greedy,fāyáng-guāngdà
13119,4.36,单元,unit,dānyuán
13120,4.36,用语,term,yòngyǔ
13121,4.35,1600万,16 million,yòngyǔ
13122,4.35,商业街,Commercial street,shāngyèjiē
13123,4.35,自由体操,Free gymnastics,zìyóu
13124,4.35,搜索,search,sōusuǒ
13125,4.35,三十一,thirty-one,sān
13126,4.35,南昆铁路,South Kun Railway,nā
13127,4.35,数千万,Tens of millions of,cù
13128,4.35,抗病,Resist disease,kàngbìng
13129,4.35,0・5,0 · 5,kàngbìng
13130,4.35,外地人,Foreigner,wàidì
13131,4.35,沃克,Walker,wò
13132,4.35,会面,meet,huìmiàn
13133,4.35,同心同德,Concentric,tóngxīn-tóngdé
13134,4.35,毕生,lifetime,bìshēng
13135,4.35,讲求,Do,jiǎngqiú
13136,4.35,过量,excess,guòliàng
13137,4.35,秘鲁队,Peruvian team,bì
13138,4.35,麦棠源,Wheat,mài
13139,4.35,疑难,Trouble,yínán
13140,4.35,网页,Web page,wǎngyè
13141,4.35,微软公司,Microsoft Corporation,Wēiruǎn
13142,4.35,铝合金,Aluminum alloy,lǚhéjīn
13143,4.35,摩加迪沙,Mogadish,mā
13144,4.35,抚顺,Flush,fǔ
13145,4.35,奏,Play,zòu
13146,4.34,琳琅满目,Dazzling,línláng-mǎnmù
13147,4.34,天才,genius,tiāncái
13148,4.34,州政府,State Government,zhōu
13149,4.34,驰名,Well-known,chímíng
13150,4.34,染上,Dye,rǎn
13151,4.34,闭,close,bì
13152,4.34,农机具,Agricultural machinery,nóngjījù
13153,4.34,黑马,Black horse,hēimǎ
13154,4.34,西欧联盟,Western European Union,xī'ōu
13155,4.34,上当,Act,shàngdàng
13156,4.34,革,leather,gé
13157,4.34,未见,Not see,wèi
13158,4.34,氧气,oxygen,yǎngqì
13159,4.34,弹性,elasticity,tánxìng
13160,4.34,经营性,Business,jīngyíng
13161,4.33,商用,Commercial,shāngyòng
13162,4.33,灵活性,flexibility,línghuóxìng
13163,4.33,怀有,Have,huáiyǒu
13164,4.33,海河,Sea river,hǎi
13165,4.33,麦收,wheat harvest,màishōu
13166,4.33,贴息,discount,tiēxī
13167,4.33,拉尔森,Larsen,lā
13168,4.33,2・5万,"2 · 50,000",lā
13169,4.33,墙壁,wall,qiángbì
13170,4.33,欧洲央行,European Central Bank,ōuzhōu
13171,4.33,决算,Final account,juésuàn
13172,4.33,第1,First,dì
13173,4.33,辅导员,counselor,fǔdǎoyuán
13174,4.33,摇头,Shake your head,yáotóu
13175,4.33,限定,limited,xiàndìng
13176,4.33,摇,shake,yáo
13177,4.33,组织法,Organizational law,zǔzhī
13178,4.32,兰州军区,Lanzhou Military Region,Lánzhōu
13179,4.32,搭档,partner,dādàng
13180,4.32,致意,Express,zhìyì
13181,4.32,重托,Override,zhòngtuō
13182,4.32,转产,Transmissive,zhuǎnchǎn
13183,4.32,盲,blind,máng
13184,4.32,优胜劣汰,Yingsimension,yōushèng-liètài
13185,4.32,长安街,Chang'an Street,Chánɡ'ān
13186,4.32,历次,Last time,lìcì
13187,4.32,侵入,Invade,qīnrù
13188,4.32,照料,Care,zhàoliào
13189,4.32,添置,Add,tiānzhì
13190,4.32,层面,Level,céngmiàn
13191,4.32,南疆,Nanjiang,nánjiāng
13192,4.32,高性能,high performance,ɡāoxìnɡnénɡ
13193,4.32,布基纳法索,Burkina Faso,Bùjīnàfǎsuǒ
13194,4.32,飞播,Fly,fēibō
13195,4.32,顾俊,Gu Jun,gù
13196,4.32,考上,Admission,kǎo
13197,4.32,勇夺,Won,yǒng
13198,4.32,伤口,Wound,shāngkǒu
13199,4.31,布加勒斯特,Bucharest,Bùjiālèsītè
13200,4.31,大动脉,aorta,dàdòngmài
13201,4.31,用房,Housing,yòngfáng
13202,4.31,查实,Verify,cháshí
13203,4.31,川・立派,Sichuan,chuān
13204,4.31,无意,Unintentional,wúyì
13205,4.31,账户,Account,zhànghù
13206,4.31,门户,Portal,ménhù
13207,4.31,黑暗,dark,hēi'àn
13208,4.31,广东省委,Guangdong Provincial Party Committee,Guǎnɡdōnɡ
13209,4.31,小项,Small item,xiǎo
13210,4.31,德培,German,dé
13211,4.31,均不,Neither,jūn
13212,4.31,产业部,Department of Industry,chǎnyè
13213,4.31,抛弃,abandon,pāoqì
13214,4.31,易于,Easy,yìyú
13215,4.31,清扫,Cleaning,qīngsǎo
13216,4.31,效能,efficacy,xiàonéng
13217,4.31,该院,Institute,gāi
13218,4.3,全人类,All mankind,quánrén
13219,4.3,鄱阳湖,Poyang Lake,Póyánɡhú
13220,4.3,恰恰,precisely,qiàqià
13221,4.3,晶,crystal,jīng
13222,4.3,太子,Prince,tàizǐ
13223,4.3,28万,"280,000",tàizǐ
13224,4.3,流畅,Smooth,liúchàng
13225,4.3,齐齐哈尔,Qiqihar,jì
13226,4.3,冲绳,Okinawa,chōng
13227,4.3,杂交稻,Hybrid rice,zájiāo
13228,4.3,亚热带,Subtropical,yàrèdài
13229,4.3,调配,Deploy,diàopèi
13230,4.3,邹,Zou,zōu
13231,4.3,运载,Carry,yùnzài
13232,4.3,滑雪场,ski facility,huáxuě
13233,4.3,惊奇,Amateur,jīngqí
13234,4.3,小姑娘,Little girl,xiǎogū
13235,4.3,奇怪,strangeness,qíguài
13236,4.3,搭建,Build,dājiàn
13237,4.3,公元前,B.C.,ɡōnɡyuánqián
13238,4.3,兽医,veterinary,shòuyī
13239,4.3,剪,Cut,jiǎn
13240,4.29,周南,Zhou Nan,zhōu
13241,4.29,李荣,Li Rong,lǐ
13242,4.29,省水,Save water,shěng
13243,4.29,阿卡耶夫,Akayev,ā
13244,4.29,发电厂,power plant,fādiànchǎng
13245,4.29,捞,Fish,lāo
13246,4.29,冬小麦,Winter wheat,dōngxiǎomài
13247,4.29,置身,Be placed,zhìshēn
13248,4.29,钱物,Money,qiánwù
13249,4.29,团团,round and round,tuántuán
13250,4.29,第21,21st,dì
13251,4.29,曾培炎,Zeng Pei Yan,céng
13252,4.29,村山,Village mountain,cūn
13253,4.29,家务,housework,jiāwù
13254,4.29,郝海东,Hao Haidong,hǎo
13255,4.29,孕育,Give birth,yùnyù
13256,4.29,迈克尔,Michael,mài
13257,4.29,走下,Go down,zǒu
13258,4.29,总工会,General trade union,zǒnggōnghuì
13259,4.29,塞军,Plug,sāi
13260,4.29,杜梅,Du Mei,dù
13261,4.29,DAX30,Dax30,abbreviation
13262,4.28,情怀,feelings,qínghuái
13263,4.28,南南合作,South-South cooperation,nánnán
13264,4.28,误解,misunderstanding,wùjiě
13265,4.28,无限期,Indefinite,wúxiànqī
13266,4.28,舞剧,ballet,wǔjù
13267,4.28,报效,Serve,bàoxiào
13268,4.28,围攻,Besiege,wéigōng
13269,4.28,隐瞒,hide,yǐnmán
13270,4.28,舜,Hang,shùn
13271,4.28,供大于求,Force greater than seeking,gōngdàyúqiú
13272,4.28,源泉,Source,yuánquán
13273,4.28,开幕词,Opening words,kāimùcí
13274,4.28,随机,random,suíjī
13275,4.28,零售业,Retail industry,línɡshòuyè
13276,4.28,软环境,Soft environment,ruǎnhuánjìng
13277,4.28,王克,Wang Ke,wáng
13278,4.28,可口可乐,Coca Cola,Kěkǒu
13279,4.28,育龄,Childfield,yùlíng
13280,4.27,永不,Never,yǒng
13281,4.27,人民团体,People's group,rénmín
13282,4.27,骨骼,skeleton,gǔgé
13283,4.27,宏远队,Macro,hóng
13284,4.27,和约,Sumptuous,héyuē
13285,4.27,科威特队,Kuwait,Kēwēitè
13286,4.27,新民,New people,xīn
13287,4.27,顾正龙,Gu Zhenglong,gù
13288,4.27,一旁,Aside,yīpáng
13289,4.27,转岗,Transfer,zhuǎngǎng
13290,4.27,词典,dictionary,cídiǎn
13291,4.27,液化,liquefaction,yèhuà
13292,4.27,通行证,Passport,tōngxíngzhèng
13293,4.27,放手,Let go,fàngshǒu
13294,4.27,漫画,comics,mànhuà
13295,4.27,雇用,employment,gùyòng
13296,4.26,珀,amber,pò
13297,4.26,IBM,IBM,noun
13298,4.26,古墓,Ancient tomb,gǔmù
13299,4.26,印度洋,Indian Ocean,yìndùyáng
13300,4.26,顾全大局,Take care of the overall situation,ɡùquán
13301,4.26,所为,Ready,suǒ
13302,4.26,二千,Two thousand,èr
13303,4.26,清欠,Clear,qīngqiàn
13304,4.26,久久,Long time,jiǔjiǔ
13305,4.26,中大,In large,zhōng
13306,4.26,分区,Partition,fēn
13307,4.26,愈演愈烈,Intensify,yùyǎn-yùliè
13308,4.26,藏书,Collection,cángshū
13309,4.26,剪纸,Cutup,jiǎnzhǐ
13310,4.26,小于,Be with,xiǎoyú
13311,4.26,妇,woman,fù
13312,4.26,领导者,leader,lǐngdǎo
13313,4.26,讴歌,Song,ōugē
13314,4.26,推委会,Committee,tuī
13315,4.26,取证,Evidence,qǔzhèng
13316,4.26,湖水,Lake,hú
13317,4.26,26万,"260,000",hú
13318,4.26,党籍,Party,dǎngjí
13319,4.26,随身,Portable,suíshēn
13320,4.26,卢嘉锡,Lu Jia Ti,lú
13321,4.26,徒步,on foot,túbù
13322,4.26,田径场,Athletic field,tiánjìng
13323,4.26,芯,core,xīn
13324,4.26,保温,Insulation,bǎowēn
13325,4.25,满贯,Fullness,mǎnguàn
13326,4.25,温和,mild,wēnhé
13327,4.25,失常,Disorder,shīcháng
13328,4.25,有数,Numerous,yǒushù
13329,4.25,要点,Point,yàodiǎn
13330,4.25,理应,should,lǐyīng
13331,4.25,曼谷亚运会,Bangkok Asian Games,Mànɡǔ
13332,4.25,围剿,Encircle,wéijiǎo
13333,4.25,绘,painted,huì
13334,4.25,冲进,Rush into,chōng
13335,4.25,支持率,popularity,zhīchí
13336,4.25,涂料,coating,túliào
13337,4.25,青年报,Youth,qīngnián
13338,4.25,拔地而起,Put up,bádì'érqǐ
13339,4.25,虐待,Abuse,nüèdài
13340,4.25,开发商,Developer,kāifāshānɡ
13341,4.25,排名榜,Rank list,páimíng
13342,4.25,失明,blindness,shīmíng
13343,4.25,三轮车,Tricycle,sānlúnchē
13344,4.25,加速器,accelerator,jiāsùqì
13345,4.25,赛道,Track,sài
13346,4.25,十位,Ten,shíwèi
13347,4.24,年末,Last year,niánmò
13348,4.24,饱受,Suffer,bǎoshòu
13349,4.24,奇卢巴,Qipba,jī
13350,4.24,产油国,Oil country,chǎn
13351,4.24,学说,theory,xuéshuō
13352,4.24,育肥,Fattening,yùféi
13353,4.24,秦岭,Qinling,Qínlǐnɡ
13354,4.24,切尼,Cheney,qiē
13355,4.24,关系史,Relationship history,guānxi
13356,4.24,救出,Rescue,jiù
13357,4.24,朝日,Day,zhāorì
13358,4.24,预约,have an appointment,yùyuē
13359,4.24,盛赞,Praise,shèngzàn
13360,4.24,吉尼斯,Guinness,Jínísī
13361,4.24,病害,Disease,bìnghài
13362,4.24,五大洲,Five continents,wǔ
13363,4.24,额外,additional,éwài
13364,4.24,秀美,Beautiful,xiùměi
13365,4.23,极力,Strong,jílì
13366,4.23,结合部,combination,jiéhébù
13367,4.23,针织,knitting,zhēnzhī
13368,4.23,榜,List,bǎng
13369,4.23,存入,Deposit,cúnrù
13370,4.23,测评,Assessment,cèpíng
13371,4.23,雨量,rainfall,yǔliàng
13372,4.23,选为,Choose,xuǎn
13373,4.23,雄壮,Majestic,xióngzhuàng
13374,4.23,特别奖,Special award,tèbié
13375,4.23,立法局,Legislative Council,lìfǎ
13376,4.23,摄氏,Celsius,shè
13377,4.23,数控,Numerical control,shùkòng
13378,4.23,遥遥领先,Far leading,yáoyáo
13379,4.23,事业性,Business,shìyè
13380,4.23,革命化,revolutionize,gémìnghuà
13381,4.23,私自,privately,sīzì
13382,4.23,常任理事国,Permanent member,chánɡrèn
13383,4.23,凉,cold,liáng
13384,4.23,调停,Mediate,tiáotíng
13385,4.23,瓷器,porcelain,cíqì
13386,4.23,更改,Change,gēnggǎi
13387,4.23,准时,on time,zhǔnshí
13388,4.23,不朽,immortal,bùxiǔ
13389,4.23,冬泳,Winter swimming,dōngyǒng
13390,4.22,胶囊,capsule,jiāonáng
13391,4.22,端正,correct,duānzhèng
13392,4.22,择,select,zé
13393,4.22,企业化,Corporate,qǐyèhuà
13394,4.22,父子,Father and son,fùzǐ
13395,4.22,山城,Mountain city,shānchéng
13396,4.22,对垒,Barrel,duìlěi
13397,4.22,包裹,pack,bāoguǒ
13398,4.22,CBA,CBA,noun
13399,4.22,梅里,Meri,méi
13400,4.22,第纳尔,dinar,Dìnà'ěr
13401,4.22,开封,Opening,kāifēnɡ
13402,4.22,新品,New product,xīn
13403,4.22,全国银行,National bank,quánguó
13404,4.22,观战,Watch the battle,guānzhàn
13405,4.22,荣幸,Pleasure,róngxìng
13406,4.22,发酵,Fermentation,fājiào
13407,4.22,生在,born in,shēng
13408,4.22,阿联酋队,UAE team,Āliánqiú
13409,4.22,类别,category,lèibié
13410,4.21,盛夏,midsummer,shèngxià
13411,4.21,烈士陵园,Martyrs,lièshì
13412,4.21,牵引,Traction,qiānyǐn
13413,4.21,错过,miss,cuòguò
13414,4.21,故宫,Forbidden City,gùgōng
13415,4.21,建华,Jianhua,jiàn
13416,4.21,亚运,Asian Games,yà
13417,4.21,送交,Delivery,sòngjiāo
13418,4.21,名副其实,Aperture,míngfùqíshí
13419,4.21,乘机,Take the opportunity,chéngjī
13420,4.21,破除,get rid of,pòchú
13421,4.21,改扩建,Reconstruction,gǎi
13422,4.21,弱智,Weak,ruòzhì
13423,4.21,代顿,Medium,dài
13424,4.21,专营,Franchise,zhuānyíng
13425,4.21,宝石,gem,bǎoshí
13426,4.21,班车,Shuttle bus,bānchē
13427,4.21,夜幕,Night,yèmù
13428,4.21,联合记者招待会,Joint reporter reception,liánhé
13429,4.21,貌,appearance,mào
13430,4.2,胡晓梦,Hu Xiaomeng,hú
13431,4.2,报到,check in,bàodào
13432,4.2,欧美,Europe and the United States,ōuměi
13433,4.2,棘手,Tricky,jíshǒu
13434,4.2,地税,Local tax,dìshuì
13435,4.2,独有,Unique,dúyǒu
13436,4.2,哈里里,Hari,hā
13437,4.2,温州市,Wenzhou city,wēn
13438,4.2,制冷,Refrigeration,zhìlěng
13439,4.2,中国农业银行,Agricultural Bank of China,zhōngguó
